"Provider Number","Network","Facility Name ","Address Line 1","Address Line 2","City","State ","Zip","County","Phone Number","Profit or Non-Profit","Chain Owned","Chain Organization ","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists’ communication and caring","Middle box percent of patients-nephrologists’ communication and caring","Top box percent of patients-nephrologists’ communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Lower box percent of patients-providing information to patients ","Top box percent of patients- providing information to patients","Lower box percent of patients-rating of the nephrologist ","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff ","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff ","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility ","Top box percent of patients-rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys"
"672520","14","LANCASTER DIALYSIS","2424 WEST PLEASANT RUN","","LANCASTER","TX","75146","DALLAS","9722239292","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672521","14","LAS PALMAS DIALYSIS CENTER","803 CASTROVILLE ROAD","SUITE 415","SAN ANTONIO","TX","78237","BEXAR","2104389290","1","Y","DAVITA","22Apr2016-13Jan2017","001","20","7","73","16","11","73","17","83","13","22","65","12","13","75","14","10","76","37"
"672522","14","DAVITA - SOUTH SHORE DIALYSIS CENTER","212 I-45 SOUTH","SUITE G-3","LEAGUE CITY","TX","77573","GALVESTON","2815546050","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672779","14","SOUTH SHORE ANNEX DIALYSIS","16750 HIGHWAY 3","","WEBSTER","TX","77598","HARRIS","2813324719","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672780","14","ROUND ROCK DIALYSIS","1800 ROUND ROCK AVENUE","","ROUND ROCK","TX","78681","WILLIAMSON","5123108797","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672697","14","USRC WESTOVER HILLS DIALYSIS, LLC","11212 STATE HWY 151","SUITE 100","SAN ANTONIO","TX","78251","BEXAR","2105215923","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","001","15","16","69","22","23","55","23","77","3","23","74","12","29","59","7","17","76","32"
"672698","14","FRESENIUS MEDICAL CARE SUGARLAND, LLC","1107 SOLDIERS FIELD DRIVE","","SUGAR LAND","TX","77479","FORT BEND","2819803470","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"672699","14","HUMBLE DIALYSIS, LP","19502 MCKAY DR.","SUITE 100","HUMBLE","TX","77338","HARRIS","2815404313","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","24","18","58","26","19","55","33","67","18","24","58","21","15","64","15","21","64","30"
"672550","14","MANSFIELD DIALYSIS CENTER","987 N. WALNUT CREEK DRIVE","","MANSFIELD","TX","76063","TARRANT","6825185460","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672551","14","SNG - SOHUM HOUSTON DIALYSIS CENTER LP","1900 N LOOP W","SUITE 200","HOUSTON","TX","77018","HARRIS","7137731717","1","Y","SANKAR NEPHROLOGY GROUP","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672552","14","US RENAL CARE BEEVILLE DIALYSIS","100 WEST HUNTINGTON","","BEEVILLE","TX","78102","BEE","3613588200","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672553","14","DAVITA DOWNTOWN DALLAS DIALYSIS","3515 SWISS AVE, SUITE A","","DALLAS","TX","75204","DALLAS","2148282280","1","Y","DAVITA","22Apr2016-13Jan2017","001","24","18","58","23","15","62","20","80","17","32","51","15","18","67","17","23","60","38"
"142820","10","ANGEL CARE CENTER LLC","14 S. WALNUT STREET","","PINCKNEYVILLE","IL","62274","PERRY","6189229952","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672807","14","RENAL CENTER OF FLOWER MOUND, LLC","4941 LONG PRAIRIE","","FLOWER MOUND","TX","75028","DENTON","9725375572","1","Y","RENAL VENTURES MANAGEMENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672808","14","BOLLINGER DIALYSIS, LLC","220 COTTONWOOD DR","","HEMPSTEAD","TX","77445","WALLER","9798260477","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672809","14","SEASONS DIALYSIS","2000 CRAWFORD STREET","SUITE 777","HOUSTON","TX","77002","HARRIS","7139041756","1","Y","CHRISTCARE PATIENT SERVICES LLC","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672810","14","TAUM DIALYSIS LLC","1001 W ARBROOK BLVD","SUITE 101 & 111","ARLINGTON","TX","76015","TARRANT","8174667403","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672811","14","BIO MEDICAL APPLICATIONS OF TEXAS, INC","8704 UNIVERSITY AVE","","LUBBOCK","TX","79423","LUBBOCK","8067480002","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672812","14","USRC MEDICAL CENTER, LLC","4511 NW LOOP 410","","SAN ANTONIO","TX","78229","BEXAR","2105410273","1","Y","USRC SAN ANTONIO, LP","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672813","14","PRIMROSE DIALYSIS, LLC","712 SOUTH MAY STREET","","MADISONVILLE","TX","77864","MADISON","9363490391","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672781","14","BOTHWELL DIALYSIS LLC","8787 FALLBROOK DR","","HOUSTON","TX","77064","HARRIS","2814777878","1","N","INDEPENDENT","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672782","14","WATSON DIALYSIS, LLC","7065 EAST FWY","","HOUSTON","TX","77020","HARRIS","7136703173","1","N","INDEPENDENT","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672783","14","KERRICHER DIALYSIS, LLC","2400 LANDS END BLVD SUITE 131","","FORT WORTH","TX","76116","TARRANT","6153416472","1","N","INDEPENDENT","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672784","14","FRESENIUS MEDICAL CARE WEST PEARLAND","2276 BUSINESS CENTER DRIVE","","PEARLAND","TX","77584","BRAZORIA","7134360364","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"672785","14","IRVING REGINAL DIALYSIS CENTER LLC","2535 WEST AIRPORT FWY","","IRVING","TX","75062","DALLAS","9722521656","1","Y","JV- DALLAS NEPHORLOGY","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672786","14","CYPRESS FAIRFIELD DIALYSIS","15103 MASON RD","STE D5","CYPRESS","TX","77433","HARRIS","2817581380","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672787","14","WEST HOUSTON HOME DIALYSIS","1319 SAM HOUSTON PKWY, STE 130","","HOUSTON","TX","77043","HARRIS","7134650005","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852517","06","DSI HIRAM HOME, LLC","500 NATHAN DEAN BLVD","SUITE 102","DALLAS","GA","30157","PAULDING","7704432565","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672554","14","US RENAL CARE TARRANT DIALYSIS NORTH RICHLAND HILLS","6455 HILLTOP DR,  SUITE 112","","NORTH RICHLAND HILLS","TX","76180","TARRANT","8174858700","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672555","14","GARLAND DIALYSIS","776 E CENTERVILLE ROAD","","GARLAND","TX","75041","DALLAS","9722782757","1","Y","DAVITA","22Apr2016-13Jan2017","001","13","25","62","29","24","47","24","76","13","26","61","26","37","37","22","30","48","41"
"672556","14","DOWNTOWN SAN ANTONIO DIALYSIS","615 EAST QUINCY ST.","","SAN ANTONIO","TX","78215","BEXAR","2102221260","1","Y","DAVITA","22Apr2016-13Jan2017","001","13","16","71","18","16","66","17","83","13","20","67","4","22","74","6","21","73","45"
"672557","14","US RENAL CARE DELTA DIALYSIS","400 E. EDINBURG BLVD","","ELSA","TX","78543","HIDALGO","9562623400","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682510","07","MIAMI REGIONAL DIALYSIS CENTER WEST LLC","900 PARK CENTRE BLVD #400-C","","MIAMI GARDENS","FL","33169","MIAMI-DADE","3056257125","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","32","11","57","16","6","78","24","76","24","26","50","7","21","72","5","13","82","32"
"682511","07","LAKES DIALYSIS CENTER","7980 NW 155 ST 2ND FLOOR","","MIAMI LAKES","FL","33016","MIAMI-DADE","3058178508","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682512","07","RENOVATION OF LIFE DIALYSIS CENTER","14505 COMMERCE WAY #600","","MIAMI LAKES","FL","33016","MIAMI-DADE","3053628399","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672814","14","SNG-COLUMBIA SQUARE DIALYSIS CENTER, LP","1711 COLUMBIA SQUARE","","SAN ANTONIO","TX","78227","BEXAR","2104558836","1","Y","SANKAR NEPHROLOGY GROUP","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"142823","10","FRESENIUS KIDNEY CARE CHICAGOLAND LLC","8901 S. KEDZIE","","EVERGREEN PARK","IL","60805","COOK","7084227764","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"012693","08","RENAL TREATMENT CENTERS SOUTHEAST, LP","218 MAIN STREET","SUITE 114 & 118","TRUSSVILLE","AL","35173","JEFFERSON","2056550871","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"012694","08","RENAL TREATMENT CENTERS SOUTHEAST LP","1830 LEE AVE SW","SUITE B-D","CULLMAN","AL","35055","CULLMAN","6153415893","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"012695","08","BIO MEDICAL APPLICATIONS OF ALABAMA","8000 CHARLOTTE DRIVE SW","","HUNTSVILLE","AL","35802","MADISON","2568811133","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"012696","08","BIO-MEDICAL APPLICATIONS OF ALABAMA","107 SARALAND LOOP","","SARALAND","AL","36571","MOBILE","2516795590","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"152678","09","NXKC INDIANAPOLIS NORTHWEST, LLC","9101 N. WESLEYAN RD, SUITE 115","","INDIANAPOLIS","IN","46268","MARION","3178299770","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"152680","09","DAVITA-WHITEWATER VALLEY DIALYSIS","2302 CHESTER BLVD, SUITE B","","RICHMOND","IN","47374","WAYNE","7659355128","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"852518","06","TOTAL RENAL CARE, INC.","105 VILLAGE CIRCLE","","SENOIA","GA","30276","COWETA","7705990242","1","Y","DAVITA","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852519","06","TOTAL RENAL CARE, INC.","244 CORDELE RD","SUITE 165","ALBANY","GA","31705","DOUGHERTY","2294466412","1","Y","DAVITA","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"852520","06","TOTAL RENAL CARE, INC.","401 TOWN PARK BLVD","","EVANS","GA","30809","COLUMBIA","7068549502","1","Y","DAVITA","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"852521","06","DSI SNELLVILLE, LLC","3370 SUGAR LOAF PARKWAY","SUITE A-1","LAWRENCEVILLE","GA","30044","GWINNETT","7702250827","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"852522","06","BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.","3441 FENCE ROAD","","DACULA","GA","30019","GWINNETT","7702777313","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","","","","","","","","","","","","","","","","","","",""
"672668","14","LIBERTY DIALYSIS - WAXAHACHIE","1011 NORTH HIGHWAY 77","SUITE 102","WAXAHACHIE","TX","75165","ELLIS","9723518575","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"672669","14","CYPRESS WOODS NORTHWEST DIALYSIS","20320 NORTHWEST FREEWAY","SUITE 100","HOUSTON","TX","77065","HARRIS","2818902540","1","Y","DAVITA","22Apr2016-13Jan2017","001","15","16","69","18","12","70","13","87","9","20","71","7","12","81","8","3","89","39"
"682513","07","NEW START DIALYSIS CENTER LLC","900 NE 125 STREET #210","","NORTH MIAMI","FL","33161","MIAMI-DADE","7868638805","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682515","07","BIG LAKE KIDNEY CENTER LLC","3240 HIGHWAY 441 SOUTH","","OKEECHOBEE","FL","34974","OKEECHOBEE","8638240225","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682516","07","MEMORIAL PLAZA DIALYSIS","3901 UNIVERSITY BLVD S #111","","JACKSONVILLE","FL","32216","DUVAL","9047310247","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"682517","07","LAKE VISTA DIALYSIS","3187 US HWY 98 N","","LAKELAND","FL","33805","POLK","8636032130","1","Y","DAVITA","22Apr2016-13Jan2017","001","9","13","78","14","17","69","16","84","6","18","76","9","21","70","10","17","73","47"
"682518","07","FMC - CLERMONT EAST","17319 PAGONIA DR BLDG P UNIT 115","","CLERMONT","FL","34711","LAKE","4078770454","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"852500","06","FRESENIUS MEDICAL CARE AUGUSTA HOME","2470 WRIGHTSBORO RD","","AUGUSTA","GA","30904","RICHMOND","7067298901","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"852501","06","SOUTHWEST ATLANTA HOME TRAINING","3201 ATLANTA INDUSTRIAL PARKWAY NORTHWEST","SUITE 101","ATLANTA","GA","30331","FULTON","4046911162","1","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"152681","09","DAVITA-FORT WAYNE NORTH DIALYSIS","415 E DUPONT ROAD","","FORT WAYNE","IN","46825","ALLEN","2606370431","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672815","14","KIDNEY CARE CENTER OF HOUSTON","4803 BISSONNET STREET","","BELLAIRE","TX","77401","HARRIS","8328344080","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672816","14","PLANO ON CUSTER DIALYSIS","1301 CUSTER ROAD, SUITE 524","","PLANO","TX","75075","COLLIN","9725787047","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672817","14","MASHERO DIALYSIS, LLC","2204 JOE BATTLE BLVD ""A""","","EL PASO","TX","79938","EL PASO","9158498374","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672818","14","BIIO-MEDICAL APPLICATIONS OF TEXAS, INC.","1721 S COLORADO ST","","LOCKHART","TX","78644","CALDWELL","5123986357","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672819","14","MERAMEC DIALYSIS, LLC","1806 SOUTH COLORADO STREET","","BASTROP","TX","78602","BASTROP","5123320175","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672820","14","BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","5895 KYLE PARKWAY","","KYLE","TX","78640","HAYS","5122682428","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672821","14","BIO-MEDICAL APPLICATIONS OF TEXAS","1675 HIGHWAY 71 EAST","","BASTROP","TX","78602","BASTROP","5123320175","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672822","14","WINSTER DIALYSIS, LLC","800 N TEXAS AVE","","ODESSA","TX","79761","ECTOR","4323321974","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672670","14","SAGEMEADOW DIALYSIS","10923 SCARSDALE BLVD","","HOUSTON","TX","77089","HARRIS","2819226136","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672671","14","MCKINNEY DIALYSIS","4717 MEDICAL CENTER DRIVE","","MCKINNEY","TX","75069","COLLIN","9725420495","1","Y","DAVITA","22Apr2016-13Jan2017","001","11","13","76","17","30","53","17","83","2","33","65","3","30","67","10","23","67","35"
"672672","14","USRC DOWNTOWN SAN ANTONIO DIALYSIS","343 WEST HOUSTON STREET","SUITE 209","SAN ANTONIO","TX","78205","BEXAR","2102512824","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","001","18","10","72","28","17","55","18","82","8","20","72","17","22","61","18","19","63","34"
"672673","14","FMC GREENWAY KIDNEY CENTER","5940 CROSSLAKE PARKWAY","","WACO","TX","76712","MCLENNAN","2546668826","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","23","24","53","12","25","63","17","83","9","50","41","5","29","66","9","14","77","40"
"672674","14","VALLEY BAPTIST RAYMONDVILLE DIALYSIS","894 FM 3168","","RAYMONDVILLE","TX","78580","WILLACY","9566899084","1","Y","DAVITA","22Apr2016-13Jan2017","001","23","18","59","17","24","59","23","77","26","26","48","21","23","56","13","21","66","39"
"672675","14","TC JESTER DIALYSIS","1800 WEST 26TH STREET","SUITE #101","HOUSTON","TX","77008","HARRIS","7138630463","1","Y","DAVITA","22Apr2016-13Jan2017","001","15","16","69","20","23","57","15","85","5","33","62","12","31","57","13","18","69","47"
"672523","14","MARYMOUNT DIALYSIS CENTER","2391 NE LOOP 410","SUITE #211","SAN ANTONIO","TX","78217","BEXAR","2106468788","1","Y","DAVITA","22Apr2016-13Jan2017","001","18","16","66","14","24","62","22","78","13","33","54","7","28","65","5","24","71","62"
"852502","06","VERITAS DIALYSIS","5329 MEMORIAL DRIVE","SUITE B","STONE MOUNTAIN","GA","30083","DEKALB","6782624181","1","N","INDEPENDENT","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"852503","06","DIALYSIS CENTER OF MILLEDGEVILLE","1520 N. COLUMBIA STREET","SUITE 100","MILLEDGEVILLE","GA","31061","BALDWIN","4784140123","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"852504","06","DSI DEKALB DIALYSIS","4570B MEMORIAL DRIVE","","DECATUR","GA","30032","DEKALB","4047208154","1","Y","DIVERSIFIED SPECIALTY INSTITUTES (DSI)","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"852505","06","NCG HOME DIALYSIS OF BARROW COUNTY","655 EXCHANGE CIRCLE","SUITE 100","BETHLEHEM","GA","30620","BARROW","7702821100","1","N","INDEPENDENT","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852506","06","BIO-MEDICAL APPLICATIONS OF GEORGIA","110 LOGAN COURT","","ALBANY","GA","31707","DOUGHERTY","2298831119","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"852507","06","BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.","3602 MARATHON CIRCLE","","AUSTELL","GA","30106","COBB","7702220253","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"672700","14","US RENAL CARE SOUTH EL PASO DIALYSIS","10651 NORTH LOOP","","SOCORRO","TX","79927","EL PASO","9152554344","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"032648","15","032648-FMC OLD TOWN SCOTTSDALE","4141 N SCOTTSDALE RD","STE 100","SCOTTSDALE","AZ","85251","MARICOPA","4809461455","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"032649","15","032649 PEDIATRIC DIALYSIS CENTER OF PHOENIX LLC","2545 EAST THOMAS ROAD","SUITE 100","PHOENIX","AZ","85016","MARICOPA","6029571648","1","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"082526","04","FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC","1198 SOUTH GOVERNORS AVENUE, BUILDING B","","DOVER","DE","19904","KENT","3027361340","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"033504","15","033504 GLENDALE FAMILY HEALTH CENTER - DIALYSIS","5141 W LAMAR RD","","GLENDALE","AZ","85301","MARICOPA","6233446781","2","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"172562","12","HOME DIALYSIS SERVICES KANSAS CITY","6740 W 121ST ST SUITE 100","","OVERLAND PARK","KS","66209","JOHNSON","9132838063","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"122529","17","US RENAL CARE WEST OAHU DIALYSIS","889 KAMOKILA BLVD","","KAPOLEI","HI","96707","HONOLULU","8086749604","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"142335","10","PRESENCE CHICAGO HOSPITALS NETWORK","7435 W TALCOTT AVE - OUTPATIENT DIALYSIS","","CHICAGO","IL","60631","COOK","7739907620","2","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672823","14","INNOVATIVE DIALYSIS CENTER OF LUBBOCK, LLC","1826 PARKWAY DR","","LUBBOCK","TX","79403","LUBBOCK","8067471366","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672524","14","ANGLETON KIDNEY CENTER","102 E. HOSPITAL DRIVE","","ANGLETON","TX","77515","BRAZORIA","9798644330","1","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"672525","14","ARLINGTON DIALYSIS","1250 E. PIONEER PARKWAY","SUITE 700","ARLINGTON","TX","76010","TARRANT","8174696100","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672526","14","LIBERTY DIALYSIS - LANCASTER","3250 W PLEASANT RUN ROAD","SUITE 280","LANCASTER","TX","75146","DALLAS","9722307778","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","001","15","15","70","16","22","62","20","80","13","25","62","15","25","60","6","32","62","40"
"672527","14","SNG BARLITE","7500 BARLITE, SUITE 103","","SAN ANTONIO","TX","78224","BEXAR","2109223377","1","Y","SANKAR NEPHROLOGY GROUP","22Apr2016-13Jan2017","001","15","16","69","22","15","63","22","78","11","6","83","15","20","65","13","8","79","32"
"672529","14","GRACIAS DIALYSIS","2506 WEST MT HOUSTON RD, SUITE A","","HOUSTON","TX","77038","HARRIS","2818204880","1","Y","DAVITA","22Apr2016-13Jan2017","001","13","15","72","23","14","63","19","81","8","29","63","21","35","44","23","29","48","43"
"672530","14","FMC HILLSBORO KIDNEY CENTER","1507 HILLVIEW","","HILLSBORO","TX","76645","HILL","2545825577","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672531","14","GRAPEVINE DIALYSIS","1651 W. NORTHWEST HWY","","GRAPEVINE","TX","76051","TARRANT","8172510675","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672701","14","LIBERTY DIALYSIS LAKE LEWISVILLE","3400 CORINTH PARKWAY","SUITE 130","CORINTH","TX","76208","DENTON","9404971414","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672702","14","WYLIE DIALYSIS","941 SOUTH WESTGATE WAY","","WYLIE","TX","75098","COLLIN","9724294315","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672703","14","FRESENIUS MEDICAL CARE OF BURLESON","200 MCPHERSON BLVD","","FORT WORTH","TX","76140","TARRANT","8175516623","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672704","14","BLUEBONNET DIALYSIS","3601 MANOR RD","","AUSTIN","TX","78723","TRAVIS","5129267378","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"672705","14","US RENAL CARE TARRANT DIALYSIS EAST FORT WORTH","6450 BRENTWOOD STAIR RD","","FORT WORTH","TX","76112","TARRANT","8178883015","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","001","20","11","69","23","13","64","18","82","9","39","52","11","35","54","9","33","58","46"
"672706","14","BIO MEDICAL APPLICATIONS OF TEXAS INC.","860 NE LOOP 286","","PARIS","TX","75460","LAMAR","9037833200","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","29","15","56","24","16","60","26","74","27","27","46","12","36","52","16","22","62","58"
"672707","14","SEGUIN DIALYSIS","618 E COURT ST","","SEGUIN","TX","78155","GUADALUPE","8303722521","1","Y","DAVITA","22Apr2016-13Jan2017","001","12","8","80","21","17","62","17","83","3","19","78","7","17","76","12","8","80","37"
"672824","14","MADISON DIALYSIS, LLC","11150 RESEARCH BLVD.","","AUSTIN","TX","78759","TRAVIS","5123421097","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672825","14","DSI EL PASO NORTH, LLC","3359 FRED WILSON AVE","","EL PASO","TX","79904","EL PASO","9153045816","1","Y","US RENAL CARE, INC.","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"672826","14","MARGETTE DIALYSIS","10424 INTERSTATE 10 EAST","SUITE 100","BAYTOWN","TX","77523","CHAMBERS","2815733234","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682611","07","APOLLO RENAL CENTER MIAMI LLC","955 NW 3RD ST","","MIAMI","FL","33128","MIAMI-DADE","3055453090","1","N","INDEPENDENT","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
"682612","07","LAKE SEMINOLE DIALYSIS","10791 PARK BLVD NORTH","","SEMINOLE","FL","33772","PINELLAS","7273190180","1","Y","DAVITA","22Apr2016-13Jan2017","258","","","","","","","","","","","","","","","","","",""
